0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 59, 0
0, 59, 0
0, 59, 0
0, 59, 0
0, 59, 0
0, 59, 0
0, 59, 0
0, 59, 0
0, 59, 0
0, 59, 0
0, 59, 0
0, 59, 0
0, 59, 0
0, 59, 0
0, 59, 0
0, 59, 0
0, 59, 0
0, 59, 0
0, 59, 0
0, 59, 0
0, 59, 0
0, 59, 0
0, 59, 0
0, 59, 0
0, 59, 0
0, 59, 0
0, 59, 0
0, 59, 0
0, 59, 0
0, 59, 0
0, 59, 0
0, 59, 0
0, 59, 0
0, 59, 0
0, 59, 0
0, 59, 0
0, 59, 0
0, 59, 0
0, 59, 0
0, 59, 0
0, 59, 0
0, 59, 0
0, 59, 0
0, 59, 0
0, 59, 0
0, 59, 0
0, 59, 0
0, 59, 0
0, 59, 0
0, 59, 0
0, 59, 0
0, 59, 0
0, 59, 0
0, 59, 0
0, 59, 0
0, 59, 0
0, 59, 0
0, 59, 0
0, 59, 0
0, 59, 0
0, 59, 0
0, 59, 0
0, 59, 7
0, 59, 6
0, 60, 8
0, 60, 9
0, 59, 9
0, 60, 9
0, 0, 0
0, 59, 0
0, 59, 0
0, 59, 0
0, 59, 0
0, 59, 0
0, 59, 0
0, 59, 0
0, 59, 0
0, 59, 0
0, 59, 0
0, 59, 0
0, 59, 0
0, 59, 0
0, 59, 0
0, 59, 0
0, 59, 0
0, 59, 0
0, 59, 0
0, 59, 0
0, 59, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
